 1.000E+00 1.067E+04
 1.166E+00 1.029E+04
 1.359E+00 9.761E+03
 1.585E+00 8.763E+03
 1.848E+00 7.512E+03
 2.154E+00 6.072E+03
 2.512E+00 4.621E+03
 2.712E+00 4.012E+03
 2.818E+00 3.735E+03
 2.929E+00 3.478E+03
 3.043E+00 3.241E+03
 3.162E+00 3.022E+03
 3.286E+00 2.810E+03
 3.414E+00 2.606E+03
 3.548E+00 2.408E+03
 3.687E+00 2.267E+03
 3.831E+00 2.139E+03
 3.981E+00 2.021E+03
 4.299E+00 1.795E+03
 4.642E+00 1.600E+03
 5.012E+00 1.431E+03
 5.412E+00 1.288E+03
 5.843E+00 1.191E+03
 6.310E+00 1.137E+03
 6.813E+00 1.087E+03
 7.356E+00 1.039E+03
 7.943E+00 1.008E+03
 8.577E+00 1.086E+03
 8.912E+00 1.404E+03
 9.261E+00 1.763E+03
 9.623E+00 2.211E+03
 9.810E+00 2.416E+03
 1.000E+01 2.605E+03
 1.039E+01 2.560E+03
 1.080E+01 2.315E+03
 1.122E+01 2.117E+03
 1.166E+01 1.869E+03
 1.259E+01 1.213E+03
 1.359E+01 9.766E+02
 1.468E+01 8.899E+02
 1.585E+01 9.982E+02
 1.711E+01 1.289E+03
 1.848E+01 1.426E+03
 1.995E+01 1.248E+03
 2.155E+01 1.049E+03
 2.512E+01 7.820E+02
 2.929E+01 5.977E+02
 3.415E+01 4.600E+02
 3.687E+01 4.032E+02
 3.981E+01 3.526E+02
 4.299E+01 3.075E+02
 4.642E+01 2.656E+02
 5.412E+01 1.951E+02
 6.310E+01 1.564E+02
 7.357E+01 1.251E+02
 8.577E+01 1.006E+02
 1.000E+02 8.257E+01
 1.166E+02 6.852E+01
 1.359E+02 5.656E+01
 1.585E+02 4.752E+01
 1.848E+02 3.943E+01
 2.260E+02 3.169E+01
 3.500E+02 2.017E+01
 5.000E+02 1.488E+01
 7.000E+02 9.277E+00
 1.000E+03 5.733E+00
 1.300E+03 4.250E+00
