 1.000E+00 1.106E+04
 1.166E+00 9.413E+03
 1.359E+00 7.916E+03
 1.585E+00 6.470E+03
 1.848E+00 5.340E+03
 2.154E+00 4.419E+03
 2.512E+00 3.658E+03
 2.712E+00 3.380E+03
 2.818E+00 7.170E+03
 2.929E+00 3.129E+04
 3.043E+00 3.314E+04
 3.162E+00 1.636E+04
 3.286E+00 5.111E+03
 3.414E+00 3.063E+03
 3.548E+00 2.555E+03
 3.687E+00 1.847E+03
 3.831E+00 1.816E+03
 3.981E+00 1.714E+03
 4.299E+00 1.763E+03
 4.642E+00 1.892E+03
 5.012E+00 1.269E+03
 5.412E+00 1.157E+03
 5.843E+00 2.584E+03
 6.310E+00 2.277E+03
 6.813E+00 2.114E+03
 7.356E+00 1.350E+03
 7.943E+00 1.050E+03
 8.577E+00 9.804E+02
 8.912E+00 1.590E+03
 9.261E+00 1.569E+03
 9.623E+00 2.642E+03
 9.810E+00 5.186E+03
 1.000E+01 2.899E+03
 1.039E+01 3.282E+03
 1.080E+01 4.834E+03
 1.122E+01 6.669E+03
 1.166E+01 7.982E+03
 1.259E+01 8.163E+03
 1.359E+01 6.818E+03
 1.468E+01 5.117E+03
 1.585E+01 4.046E+03
 1.711E+01 3.523E+03
 1.848E+01 3.133E+03
 1.995E+01 2.464E+03
 2.155E+01 1.833E+03
 2.512E+01 9.776E+02
 2.929E+01 4.419E+02
 3.415E+01 7.007E+02
 3.687E+01 9.308E+02
 3.981E+01 1.182E+03
 4.299E+01 1.417E+03
 4.642E+01 1.411E+03
 5.412E+01 9.794E+02
 6.310E+01 6.588E+02
 7.357E+01 4.250E+02
 8.577E+01 2.617E+02
 1.000E+02 1.273E+02
 1.166E+02 8.301E+01
 1.359E+02 5.729E+01
 1.585E+02 3.979E+01
 1.848E+02 2.712E+01
 2.260E+02 1.752E+01
 3.500E+02 7.790E+00
 5.000E+02 3.787E+00
 7.000E+02 1.926E+00
 1.000E+03 1.006E+00
 1.300E+03 6.485E-01
