 1.000E+00 9.959E+03
 1.166E+00 8.613E+03
 1.359E+00 7.506E+03
 1.585E+00 6.431E+03
 1.848E+00 5.548E+03
 2.154E+00 4.752E+03
 2.512E+00 3.986E+03
 2.712E+00 3.614E+03
 2.818E+00 7.180E+03
 2.929E+00 2.634E+04
 3.043E+00 2.925E+04
 3.162E+00 1.810E+04
 3.286E+00 6.281E+03
 3.414E+00 3.771E+03
 3.548E+00 3.139E+03
 3.687E+00 2.285E+03
 3.831E+00 2.229E+03
 3.981E+00 2.100E+03
 4.299E+00 2.131E+03
 4.642E+00 2.267E+03
 5.012E+00 1.546E+03
 5.412E+00 1.397E+03
 5.843E+00 2.932E+03
 6.310E+00 2.649E+03
 6.813E+00 2.452E+03
 7.356E+00 1.599E+03
 7.943E+00 1.245E+03
 8.577E+00 1.141E+03
 8.912E+00 1.789E+03
 9.261E+00 1.739E+03
 9.623E+00 2.806E+03
 9.810E+00 5.468E+03
 1.000E+01 3.197E+03
 1.039E+01 3.511E+03
 1.080E+01 5.072E+03
 1.122E+01 6.943E+03
 1.166E+01 8.345E+03
 1.259E+01 8.771E+03
 1.359E+01 7.641E+03
 1.468E+01 5.968E+03
 1.585E+01 4.786E+03
 1.711E+01 4.210E+03
 1.848E+01 3.845E+03
 1.995E+01 3.125E+03
 2.155E+01 2.373E+03
 2.512E+01 1.300E+03
 2.929E+01 6.043E+02
 3.415E+01 8.567E+02
 3.687E+01 1.107E+03
 3.981E+01 1.389E+03
 4.299E+01 1.665E+03
 4.642E+01 1.692E+03
 5.412E+01 1.228E+03
 6.310E+01 8.480E+02
 7.357E+01 5.592E+02
 8.577E+01 3.508E+02
 1.000E+02 1.767E+02
 1.166E+02 1.165E+02
 1.359E+02 8.119E+01
 1.585E+02 5.709E+01
 1.848E+02 3.933E+01
 2.260E+02 2.566E+01
 3.500E+02 1.146E+01
 5.000E+02 5.623E+00
 7.000E+02 2.876E+00
 1.000E+03 1.513E+00
 1.300E+03 9.825E-01
