 1.000E+00 1.062E+04
 1.166E+00 9.061E+03
 1.359E+00 7.593E+03
 1.585E+00 6.099E+03
 1.848E+00 4.888E+03
 2.154E+00 3.888E+03
 2.512E+00 3.034E+03
 2.712E+00 2.688E+03
 2.818E+00 2.945E+03
 2.929E+00 5.412E+03
 3.043E+00 5.060E+03
 3.162E+00 3.397E+03
 3.286E+00 2.275E+03
 3.414E+00 1.976E+03
 3.548E+00 1.820E+03
 3.687E+00 1.680E+03
 3.831E+00 1.609E+03
 3.981E+00 1.535E+03
 4.299E+00 1.411E+03
 4.642E+00 1.309E+03
 5.012E+00 1.147E+03
 5.412E+00 1.048E+03
 5.843E+00 1.131E+03
 6.310E+00 1.076E+03
 6.813E+00 1.031E+03
 7.356E+00 9.275E+02
 7.943E+00 8.802E+02
 8.577E+00 9.391E+02
 8.912E+00 1.247E+03
 9.261E+00 1.527E+03
 9.623E+00 1.976E+03
 9.810E+00 2.397E+03
 1.000E+01 2.269E+03
 1.039E+01 2.180E+03
 1.080E+01 2.103E+03
 1.122E+01 2.135E+03
 1.166E+01 2.045E+03
 1.259E+01 1.583E+03
 1.359E+01 1.298E+03
 1.468E+01 1.091E+03
 1.585E+01 1.091E+03
 1.711E+01 1.244E+03
 1.848E+01 1.246E+03
 1.995E+01 9.971E+02
 2.155E+01 7.904E+02
 2.512E+01 5.343E+02
 2.929E+01 3.740E+02
 3.415E+01 3.141E+02
 3.687E+01 3.047E+02
 3.981E+01 3.024E+02
 4.299E+01 2.996E+02
 4.642E+01 2.724E+02
 5.412E+01 1.923E+02
 6.310E+01 1.429E+02
 7.357E+01 1.053E+02
 8.577E+01 7.756E+01
 1.000E+02 5.563E+01
 1.166E+02 4.297E+01
 1.359E+02 3.300E+01
 1.585E+02 2.528E+01
 1.848E+02 1.871E+01
 2.260E+02 1.304E+01
 3.500E+02 5.913E+00
 5.000E+02 2.897E+00
 7.000E+02 1.477E+00
 1.000E+03 7.811E-01
 1.300E+03 5.110E-01
