 1.000E+00 9.180E+03
 1.166E+00 7.853E+03
 1.359E+00 6.572E+03
 1.585E+00 5.231E+03
 1.848E+00 4.143E+03
 2.154E+00 3.250E+03
 2.512E+00 2.498E+03
 2.712E+00 2.205E+03
 2.818E+00 2.072E+03
 2.929E+00 1.950E+03
 3.043E+00 1.837E+03
 3.162E+00 1.730E+03
 3.286E+00 1.624E+03
 3.414E+00 1.521E+03
 3.548E+00 1.423E+03
 3.687E+00 1.357E+03
 3.831E+00 1.295E+03
 3.981E+00 1.235E+03
 4.299E+00 1.116E+03
 4.642E+00 1.011E+03
 5.012E+00 9.186E+02
 5.412E+00 8.404E+02
 5.843E+00 7.902E+02
 6.310E+00 7.652E+02
 6.813E+00 7.395E+02
 7.356E+00 7.143E+02
 7.943E+00 7.056E+02
 8.577E+00 7.971E+02
 8.912E+00 1.083E+03
 9.261E+00 1.411E+03
 9.623E+00 1.789E+03
 9.810E+00 1.958E+03
 1.000E+01 2.068E+03
 1.039E+01 1.908E+03
 1.080E+01 1.619E+03
 1.122E+01 1.415E+03
 1.166E+01 1.176E+03
 1.259E+01 7.545E+02
 1.359E+01 6.374E+02
 1.468E+01 5.990E+02
 1.585E+01 7.125E+02
 1.711E+01 9.374E+02
 1.848E+01 9.591E+02
 1.995E+01 7.474E+02
 2.155E+01 5.913E+02
 2.512E+01 4.114E+02
 2.929E+01 3.026E+02
 3.415E+01 2.229E+02
 3.687E+01 1.922E+02
 3.981E+01 1.675E+02
 4.299E+01 1.457E+02
 4.642E+01 1.251E+02
 5.412E+01 9.052E+01
 6.310E+01 7.156E+01
 7.357E+01 5.596E+01
 8.577E+01 4.368E+01
 1.000E+02 3.444E+01
 1.166E+02 2.703E+01
 1.359E+02 2.075E+01
 1.585E+02 1.589E+01
 1.848E+02 1.174E+01
 2.260E+02 8.161E+00
 3.500E+02 3.636E+00
 5.000E+02 1.773E+00
 7.000E+02 9.091E-01
 1.000E+03 4.768E-01
 1.300E+03 3.095E-01
