 1.000E+00 1.124E+04
 1.166E+00 1.029E+04
 1.359E+00 9.301E+03
 1.585E+00 8.038E+03
 1.848E+00 6.759E+03
 2.154E+00 5.506E+03
 2.512E+00 4.300E+03
 2.712E+00 3.735E+03
 2.818E+00 3.925E+03
 2.929E+00 7.223E+03
 3.043E+00 7.116E+03
 3.162E+00 5.124E+03
 3.286E+00 3.440E+03
 3.414E+00 2.937E+03
 3.548E+00 2.676E+03
 3.687E+00 2.443E+03
 3.831E+00 2.319E+03
 3.981E+00 2.198E+03
 4.299E+00 1.995E+03
 4.642E+00 1.833E+03
 5.012E+00 1.592E+03
 5.412E+00 1.434E+03
 5.843E+00 1.513E+03
 6.310E+00 1.443E+03
 6.813E+00 1.371E+03
 7.356E+00 1.227E+03
 7.943E+00 1.148E+03
 8.577E+00 1.184E+03
 8.912E+00 1.527E+03
 9.261E+00 1.822E+03
 9.623E+00 2.309E+03
 9.810E+00 2.824E+03
 1.000E+01 2.729E+03
 1.039E+01 2.669E+03
 1.080E+01 2.644E+03
 1.122E+01 2.755E+03
 1.166E+01 2.746E+03
 1.259E+01 2.193E+03
 1.359E+01 1.790E+03
 1.468E+01 1.503E+03
 1.585E+01 1.464E+03
 1.711E+01 1.659E+03
 1.848E+01 1.757E+03
 1.995E+01 1.522E+03
 2.155E+01 1.258E+03
 2.512E+01 8.876E+02
 2.929E+01 6.279E+02
 3.415E+01 5.177E+02
 3.687E+01 4.988E+02
 3.981E+01 4.929E+02
 4.299E+01 4.902E+02
 4.642E+01 4.547E+02
 5.412E+01 3.327E+02
 6.310E+01 2.520E+02
 7.357E+01 1.888E+02
 8.577E+01 1.409E+02
 1.000E+02 1.026E+02
 1.166E+02 7.992E+01
 1.359E+02 6.207E+01
 1.585E+02 4.828E+01
 1.848E+02 3.619E+01
 2.260E+02 2.554E+01
 3.500E+02 1.182E+01
 5.000E+02 5.900E+00
 7.000E+02 3.011E+00
 1.000E+03 1.599E+00
 1.300E+03 1.052E+00
